Answer,Question,RelativeQuestion,intent,entities
這個問題非常好！建議發病日後滿6個月，應至醫療院所進行預後檢查，以瞭解是否康復（產生Ｂ型肝炎病毒表面抗體）或成為慢性帶原者<br />如成為慢性帶原者，建議定期至醫療院所接受追蹤檢查，並特別注意防範傳染他人。勿與人共用任何可能接觸血體液之物品，如刮鬍刀、牙刷等。勿捐血液、身體器官或精卵等。落實安全性行為，並鼓勵性伴侶接種B型肝炎疫苗<br />,罹患b型肝炎要注意什麼?,b型肝炎疫苗保護力可以持續多久?-接種b型肝炎疫苗後會有什麼副作用?-b型肝炎要怎麼治療?,感染注意事項,b型肝炎
myURL-https://www.cdc.gov.tw/Category/MPage/zpOY76BiG7ANfWuA79JexA,我需要做b型肝炎篩檢嗎?,b型肝炎要怎麼治療?-b型肝炎傳染途徑為何?-b型肝炎流行地區有哪些?,篩檢,b型肝炎
請儘速至附近醫療院所就診！。,疑似罹患b型肝炎要去哪裡就醫?,我需要做b型肝炎篩檢嗎?-b型肝炎傳染途徑為何?-b型肝炎有哪些高風險族群?,就醫地點,b型肝炎
好問題！目前國內治療之藥物有干擾素、Lamivudine、Adefovir 、Entecavir、Telbivudine及Tenofovir等<br />中央健康保險署自2003年10月起開始推動「全民健康保險加強慢性B型及C型肝炎治療計畫」，有關治療對象之藥品給付規定及特約醫院等，請參閱該署網站<a target='_blank' href='http://www.nhi.gov.tw'>http://www.nhi.gov.tw</a><br />慢性B肝帶原者可就近前往特約醫院接受評估，依醫師指示治療，以降低其未來罹患肝硬化及肝癌之風險<br />,b型肝炎要怎麼治療?,我能公費使用b型肝炎用藥?-如何預防b型肝炎?-除了接種或投藥外的b型肝炎預防方法?,診斷與治療,b型肝炎
,我能公費使用b型肝炎用藥?,服用b型肝炎用藥有哪些副作用?-b型肝炎用藥有哪些廠牌?-b型肝炎用藥可否自行停藥?,公費藥劑,b型肝炎
,我適合使用b型肝炎用藥?,b型肝炎要怎麼治療?-b型肝炎用藥可否自行停藥?-了解b型肝炎用藥?,合適用藥,b型肝炎
,能自行領用b型肝炎用藥?,服用b型肝炎用藥有哪些副作用?-這是b型肝炎治療後的副作用嗎?-了解b型肝炎用藥?,自行領藥,b型肝炎
,自費b型肝炎用藥藥多少錢?,b型肝炎要怎麼治療?-b型肝炎用藥有哪些廠牌?-b型肝炎用藥後要注意什麼?,自費用藥,b型肝炎
好問題！目前國內治療之藥物有干擾素、Lamivudine、Adefovir 、Entecavir、Telbivudine及Tenofovir等<br />中央健康保險署自2003年15月起開始推動「全民健康保險加強慢性B型及C型肝炎治療計畫」，有關治療對象之藥品給付規定及特約醫院等，請參閱該署網站http://www.nhi.gov.tw<br />慢性B肝帶原者可就近前往特約醫院接受評估，依醫師指示治療，以降低其未來罹患肝硬化及肝癌之風險<br />,了解b型肝炎用藥?,b型肝炎用藥後要注意什麼?-b型肝炎用藥可否自行停藥?-服用b型肝炎用藥有哪些副作用?,用藥介紹,b型肝炎
好問題！目前國內治療之藥物有干擾素、Lamivudine、Adefovir 、Entecavir、Telbivudine及Tenofovir等<br />中央健康保險署自2003年16月起開始推動「全民健康保險加強慢性B型及C型肝炎治療計畫」，有關治療對象之藥品給付規定及特約醫院等，請參閱該署網站http://www.nhi.gov.tw<br />慢性B肝帶原者可就近前往特約醫院接受評估，依醫師指示治療，以降低其未來罹患肝硬化及肝癌之風險<br />,b型肝炎用藥有哪些廠牌?,我能公費使用b型肝炎用藥?-b型肝炎用藥後要注意什麼?-服用b型肝炎用藥有哪些副作用?,用藥類別,b型肝炎
,b型肝炎用藥後要注意什麼?,這是b型肝炎治療後的副作用嗎?-b型肝炎用藥有哪些廠牌?-服用b型肝炎用藥有哪些副作用?,用藥注意事項,b型肝炎
,這是b型肝炎治療後的副作用嗎?,b型肝炎要怎麼治療?-服用b型肝炎用藥有哪些副作用?-b型肝炎用藥後要注意什麼?,治療副作用,b型肝炎
,服用b型肝炎用藥有哪些副作用?,我能公費使用b型肝炎用藥?-b型肝炎用藥後要注意什麼?-服用b型肝炎用藥有哪些副作用?,用藥副作用,b型肝炎
,b型肝炎用藥可否自行停藥?,b型肝炎要怎麼治療?-這是b型肝炎治療後的副作用嗎?-了解b型肝炎用藥?,自行停藥,b型肝炎
,罹患b型肝炎有需要隔離?,b型肝炎會有什麼症狀?-如何預防b型肝炎?-疑似感染b型肝炎了怎麼辦?,隔離,b型肝炎
myURL-https://www.cdc.gov.tw/Category/List/NT2AI4I8p2w0ckvJ0I0-Sw,b型肝炎有什麼最新消息?,b型肝炎會有什麼症狀?-如何預防b型肝炎?-什麼是b型肝炎?,最新消息,b型肝炎
myURL-https://www.cdc.gov.tw/Category/MPage/zpOY76BiG7ANfWuA79JexA,b型肝炎有哪些重要指引教材?,b型肝炎會有什麼症狀?-如何預防b型肝炎?-什麼是b型肝炎?,重要指引及教材,b型肝炎
,b型肝炎該如何家裡清潔?,b型肝炎會有什麼症狀?-如何預防b型肝炎?-什麼是b型肝炎?,家裡清潔,b型肝炎
,b型肝炎有哪些重要表單?,b型肝炎會有什麼症狀?-如何預防b型肝炎?-什麼是b型肝炎?,重要表單,b型肝炎
,b型肝炎的問與答?,b型肝炎會有什麼症狀?-如何預防b型肝炎?-什麼是b型肝炎?,問與答,b型肝炎
myURL-https://www.cdc.gov.tw/Category/List/PNR8_SX_nD_lTtaYOwzCOA,b型肝炎有哪些研究出版?,b型肝炎會有什麼症狀?-如何預防b型肝炎?-什麼是b型肝炎?,研究出版,b型肝炎
myURL-https://www.cdc.gov.tw/Category/List/nNRWGBQ-sY4KPO1b0a-z1g,b型肝炎有哪些宣導素材?,b型肝炎會有什麼症狀?-如何預防b型肝炎?-什麼是b型肝炎?,宣導素材,b型肝炎
簡單來說狂犬病是由狂犬病病毒引起的神經性疾病，致死率幾乎達100％<br />通常是在哺乳動物間傳播，人類因為接觸染病動物唾液而感染<br />,什麼是狂犬病?,狂犬病會有什麼症狀?-如何預防狂犬病?-疑似感染狂犬病了怎麼辦?,認識疾病,狂犬病
好問題！狂犬病初期呈現的非特異性症狀可包含有發熱、喉嚨痛、發冷、不適、厭食、嘔吐、呼吸困難、咳嗽、虛弱、焦慮、頭痛等；或是抓咬傷部位異樣感之特異性的症狀<br />初期症狀持續數天後，出現興奮及恐懼的現象，接下來發展至麻痺、吞嚥困難，咽喉肌肉痙攣，以致引起恐水之現象(又稱恐水症)，隨後併發精神錯亂及抽搐等現象<br />,狂犬病會有什麼症狀?,狂犬病傳染途徑為何?-狂犬病流行地區有哪些?-如何預防狂犬病?,臨床症狀,狂犬病
若未採取任何醫療措施，患者在2~6 天內(有時會更久)常因呼吸麻痺而死亡！。,罹患狂犬病的嚴重性?,狂犬病傳染途徑為何?-狂犬病流行地區有哪些?-如何預防狂犬病?,嚴重性,狂犬病
若未採取任何醫療措施，患者在2~7 天內(有時會更久)常因呼吸麻痺而死亡！。,狂犬病有什麼危險徵兆?,狂犬病傳染途徑為何?-狂犬病流行地區有哪些?-如何預防狂犬病?,危險徵兆,狂犬病
若未採取任何醫療措施，患者在2~8 天內(有時會更久)常因呼吸麻痺而死亡！。,狂犬病有什麼併發症?,狂犬病傳染途徑為何?-狂犬病流行地區有哪些?-如何預防狂犬病?,併發症,狂犬病
主要是經常接觸野生哺乳動物或流浪貓犬之人士，如動物防疫人員、獸醫師、巡山員等<br />那前往狂犬病高風險國家（例如印度、中國大陸或東南亞等）的旅客也需要特別小心<br />,狂犬病有哪些高風險族群?,狂犬病有什麼併發症?-如何預防狂犬病?-除了接種或投藥外的狂犬病預防方法?,高風險族群,狂犬病
這問題非常好！患有狂犬病之動物，其唾液中含有病毒，而狂犬病病毒隨著動物的唾液，透過動物抓、咬的傷口進入到人體<br />也會有非經動物咬傷的感染，像比如說在蝙蝠山洞內吸入病毒顆粒、實驗中吸入霧氣或經患者之器官移植而受到感染<br />人與人之間的直接傳染，目前理論上認為有可能，然至今尚無病例報告<br />,狂犬病傳染途徑為何?,狂犬病流行地區有哪些?-狂犬病會有什麼症狀?-如何預防狂犬病?,傳染方式,狂犬病
狂犬病潛伏期從1至3個月不等，偶而短於7天，長可1年以上，視傷口嚴重程度、傷口部位神經分佈的多寡或與腦的距離、病毒株別、病毒量、衣服的保護程度及其他因素等而定<br />一般犬、貓自臨床症狀出現前3~7天（很少超過4天）開始，以及整個病程都具傳染力。經過研究，不同哺乳動物的可傳染期有差異<br />人感染狂犬病之可傳染期則尚未清楚，但若仍可由唾液檢出狂犬病毒，就會被視為有傳染力<br />,狂犬病潛伏期和可傳染期?,狂犬病有哪些高風險族群?-狂犬病傳染途徑為何?-狂犬病流行地區有哪些?,潛伏期,狂犬病
myURL-https://www.cdc.gov.tw/Category/Page/iHUOIaLSAbQowJjnNGH2uQ,狂犬病的國內流行期?,狂犬病流行地區有哪些?-狂犬病傳染途徑為何?-狂犬病有哪些高風險族群?,流行期,狂犬病
本病之發生屬全球性，主要發生於亞洲及非洲等地區，其中亞洲國家以印度、中國大陸、印尼及菲律賓病例數最多<br />臺灣在過去的努力防疫之後，自1959年起，臺灣就不再有人的本土病例。然而近年台灣中南部及東部山區仍發現有鼬獾狂犬病疫情<br />,狂犬病流行地區有哪些?,狂犬病有什麼併發症?-如何預防狂犬病?-除了接種或投藥外的狂犬病預防方法?,流行地區,狂犬病
首先就是要避免接觸野生動物或領養來源不明的野生動物<br />那家裡的寵物要每年接受狂犬病疫苗接種，並且也要避免讓牠們和野生動物接觸<br />另外就是不要隨便餵食流浪狗或流浪貓<br />,如何預防狂犬病?,我想了解狂犬病疫苗?-狂犬病會有什麼症狀?-疑似感染狂犬病了怎麼辦?,預防方法,狂犬病
好問題！一定要避免接觸野生動物或領養來源不明的野生動物<br />那家中的寵物要每年接受狂犬病疫苗接種，並且要避免和野生動物接觸<br />另外就是不要隨便餵食流浪狗或流浪貓<br />,除了接種或投藥外的狂犬病預防方法?,狂犬病有什麼危險徵兆?-狂犬病的國內流行期?-接種狂犬病疫苗需要額外付費嗎?,以外預防方法,狂犬病
這問題非常好！狂犬病疫苗跟一般疫苗不一樣，不見得要事先打，被抓咬傷後立即施打，仍有保護效力<br />從事獸醫、狂犬病相關研究人員、野生動物研究人員及捕狗人員等工作者或需長期滯留在國外狂犬病流行地區者，特別是要去偏遠和缺乏醫療設施的鄉村地方，應接受暴露前預防接種<br />,何時需要進行狂犬病的預防接種或投藥?,接種狂犬病疫苗該帶什麼證件?-有狂犬病疫苗的擴大施打對象嗎?-接種狂犬病疫苗前要經過醫師評估?,何時接種,狂犬病
自2014年1月1日起，人用狂犬病疫苗及免疫球蛋白已經納入全民健保給付範圍了！。,我可以公費接種狂犬病疫苗或投藥嗎?,有狂犬病疫苗的擴大施打對象嗎?-我想了解狂犬病疫苗?-接種狂犬病疫苗前要經過醫師評估?,公費疫苗,狂犬病
myURL-https://www.cdc.gov.tw/Category/MPage/rgHQjk8gZoHETGkifRdfeA,接種狂犬病疫苗該帶什麼證件?,有狂犬病疫苗的擴大施打對象嗎?-我可以公費接種狂犬病疫苗或投藥嗎?-接種狂犬病疫苗前要經過醫師評估?,接種證件,狂犬病
myURL-https://www.cdc.gov.tw/Category/MPage/rgHQjk8gZoHETGkifRdfeA,有狂犬病疫苗的擴大施打對象嗎?,我想了解狂犬病疫苗?-我可以公費接種狂犬病疫苗或投藥嗎?-接種狂犬病疫苗前要經過醫師評估?,疫苗擴大施打對象,狂犬病
狂犬病疫苗是一種安全有效之疫苗，接種前必須先經醫師的詳細評估診察，以確認個案身體健康狀況，以及是否有疫苗使用禁忌症等，再決定接種與否。,接種狂犬病疫苗前要經過醫師評估?,有狂犬病疫苗的擴大施打對象嗎?-我可以公費接種狂犬病疫苗或投藥嗎?-我想了解狂犬病疫苗?,疫苗醫師評估,狂犬病
暴露「後」狂犬病疫苗自2014年起納入健保給付，但每家醫院的掛號費不一<br />另外，施打暴露「前」狂犬病疫苗須自行付費，依各醫院公告價格為主<br />不過近期因國際狂犬病疫苗貨源嚴重短缺，國內暫不提供前往狂犬病高風險國家旅遊等暴露前預防接種<br />,接種狂犬病疫苗需要額外付費嗎?,狂犬病會有什麼症狀?-如何預防狂犬病?-疑似感染狂犬病了怎麼辦?,疫苗費用,狂犬病
如遭哺乳動物抓咬傷，請確實清洗及消毒傷口後立即就醫，請醫師評估是否需要接種疫苗<br />高風險族群則可由醫師評估是否該接種暴露前疫苗<br />對新霉素有過敏者我就不建議接種了，除非有高度接觸狂犬病的風險或者需要作傷後治療才需接種<br />,我現在適合接種狂犬病疫苗嗎?,狂犬病疫苗保護力可以持續多久?-如何預防狂犬病?-我想了解狂犬病疫苗?,合適接種,狂犬病
狂犬病疫苗跟一般疫苗不一樣，不見得要事先打，被抓咬傷後立即施打，仍有保護效力<br />另外針對高風險族群，有提供暴露前預防疫苗接種<br />,我想了解狂犬病疫苗?,狂犬病疫苗保護力可以持續多久?-了解狂犬病用藥?-接種狂犬病疫苗後會有什麼副作用?,疫苗接種,狂犬病
myURL-https://www.cdc.gov.tw/Category/MPage/rgHQjk8gZoHETGkifRdfeA,狂犬病疫苗有哪些廠牌?,狂犬病疫苗保護力可以持續多久?-接種狂犬病疫苗後會有什麼副作用?-如何預防狂犬病?,疫苗類別,狂犬病
暴露前預防接種需注射3劑疫苗後(分別為第0、7及21或28天各施打一劑狂犬病疫苗)才能產生足夠的保護力。特定高風險族群需經過相關人士評估進行追加<br />若為暴露後(經動物抓咬傷)，且以前未曾接種過狂犬病疫苗者，需接種四劑；以前曾完整接種過狂犬病疫苗者，只需接種兩劑<br />,狂犬病疫苗該接種幾劑?,狂犬病疫苗保護力可以持續多久?-接種狂犬病疫苗後會有什麼副作用?-如何預防狂犬病?,接種幾劑,狂犬病
myURL-https://www.cdc.gov.tw/Category/MPage/rgHQjk8gZoHETGkifRdfeA,狂犬病疫苗保護力可以持續多久?,我現在適合接種狂犬病疫苗嗎?-狂犬病疫苗有哪些廠牌?-狂犬病疫苗該接種幾劑?,疫苗保護力,狂犬病
若有副作用或不適症狀，應儘速就醫處理！。,接種狂犬病疫苗後或投藥後要注意什麼?,狂犬病疫苗保護力可以持續多久?-狂犬病疫苗有哪些廠牌?-除了接種或投藥外的狂犬病預防方法?,接種注意事項,狂犬病
